"label","year","month","day","region","island","side","id_reef","reef","reef_joined","protection_status","latitude","longitude","habitat","transect","area","phylum","taxa1","taxa2","taxa3","family","trophic_group","trophic_level","functional_groups","a_ord","b_pen","species","quantity","size","biomass"
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,10,0.0034
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,35,0.1451
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward",1,"Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,25,0.0529
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,22,0.036
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,24,0.0468
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",5,"Arcos",5,"NTZ",22.587133,-89.753317,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,40,0.2165
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,24,0.0468
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Windward",9,"Tata y Rafa",3,"MPA",22.553851,-89.653701,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,22,0.036
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Windward",6,"Vapor",3,"MPA",22.539501,-89.654101,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,28,0.0743
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,20,0.0271
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,18,0.0197
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",15,"Final",10,"OA",23.171183,-88.951301,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Serranidae","Carnivore",3.84,"pisci-invertivores",0.0203,3,"Epinephelus guttatus",1,24,0.0468
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Sciaenidae","Carnivore",3.52,"macro-invertivores",0.0087,3.202,"Equetus punctatus",1,20,0.0212
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",10,"Bajos del norte",7,"OA",23.242417,-88.714417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Sciaenidae","Carnivore",3.52,"macro-invertivores",0.0087,3.202,"Equetus punctatus",1,10,0.0023
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",5,6,0.0029
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",5,"Arcos",5,"NTZ",22.587133,-89.753317,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",1,5,3e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,4,4e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",20,3,0.0016
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",2,"Caribbean",2,"MPA",22.384533,-89.625483,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",5,3,4e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",14,2,4e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",10,5,0.0034
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,1,0
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",7,3,6e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,4,4e-04
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",2,"Caribbean",2,"MPA",22.384533,-89.625483,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",3,2,1e-04
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",2,"Caribbean",2,"MPA",22.384533,-89.625483,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",6,5,0.0021
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward",1,"Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",1,5,3e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",15,"Final",10,"OA",23.171183,-88.951301,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",7,3,6e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",5,4,9e-04
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward",1,"Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",3,4,6e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",15,"Final",10,"OA",23.171183,-88.951301,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",9,5,0.0031
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,6,0.0012
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",3,8,0.0039
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",5,"Arcos",5,"NTZ",22.587133,-89.753317,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",1,1,0
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",4,4,7e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",13,3,0.0011
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",12,4,0.0022
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",5,3,4e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",12,"Paso del zorro",8,"OA",23.261683,-88.695417,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",6,4,0.0011
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",4,4,7e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",12,"Paso del zorro",8,"OA",23.261683,-88.695417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",12,8,0.0155
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",4,6,0.0023
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",2,"Caribbean",2,"MPA",22.384533,-89.625483,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,4,4e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",1,5,3e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,8,0.0026
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,4,4e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",14,5,0.0048
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",11,3,9e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",5,4,9e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",10,"Bajos del norte",7,"OA",23.242417,-88.714417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",1,2,0
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",5,1,0
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",2,"Caribbean",2,"MPA",22.384533,-89.625483,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,4,4e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",12,4,0.0022
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",12,"Paso del zorro",8,"OA",23.261683,-88.695417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",10,4,0.0018
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",12,"Paso del zorro",8,"OA",23.261683,-88.695417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",4,3,3e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,4,4e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",12,2,3e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",3,4,6e-04
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward",1,"Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",3,6,0.0017
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",10,"Bajos del norte",7,"OA",23.242417,-88.714417,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",8,4,0.0015
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward",1,"Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",9,3,7e-04
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",6,4,0.0011
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",10,"Bajos del norte",7,"OA",23.242417,-88.714417,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",15,3,0.0012
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",10,"Bajos del norte",7,"OA",23.242417,-88.714417,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",13,4,0.0024
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,6,0.0012
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",1,5,3e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",4,2,1e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",12,"Paso del zorro",8,"OA",23.261683,-88.695417,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",14,3,0.0012
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",10,"Bajos del norte",7,"OA",23.242417,-88.714417,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",11,6,0.0063
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",1,3,1e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",5,4,9e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",10,"Bajos del norte",7,"OA",23.242417,-88.714417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",20,4,0.0037
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",13,"Paso del zorro 2",8,"OA",23.261683,-88.695417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,6,0.0012
"PEC",2019,8,8,"Alacranes","Arrecife Alacranes","Leeward",4,"Sardinas",4,"NTZ",22.505367,-89.795701,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",4,8,0.0052
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,4,4e-04
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",7,"Alacranes 7",4,"NTZ",22.505151,-89.796617,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,4,4e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",5,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",15,4,0.0028
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",10,"Bajos del norte",7,"OA",23.242417,-88.714417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",9,3,7e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",10,"Bajos del norte",7,"OA",23.242417,-88.714417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",3,4,6e-04
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",15,"Final",10,"OA",23.171183,-88.951301,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",10,6,0.0058
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",12,"Paso del zorro",8,"OA",23.261683,-88.695417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",7,4,0.0013
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",2,"Caribbean",2,"MPA",22.384533,-89.625483,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,4,4e-04
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",2,"Caribbean",2,"MPA",22.384533,-89.625483,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",7,5,0.0024
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",2,8,0.0026
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",11,"Bajos del norte 2",7,"OA",23.242433,-88.714417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",6,4,0.0011
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",10,"Bajos del norte",7,"OA",23.242417,-88.714417,"Coral",2,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",1,1,0
"PEC",2019,8,9,"Alacranes","Arrecife Alacranes","Leeward",8,"Piedra Ballena",6,"NTZ",22.567701,-89.779633,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",1,4,2e-04
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",10,"Bajos del norte",7,"OA",23.242417,-88.714417,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",14,6,0.0081
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",14,"Estadio",9,"OA",23.198917,-88.974133,"Coral",1,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",22,3,0.0018
"PEC",2019,8,10,"Bajo del Norte","Bajos del Norte","Bajos",12,"Paso del zorro",8,"OA",23.261683,-88.695417,"Coral",6,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",4,5,0.0014
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Windward",2,"Caribbean",2,"MPA",22.384533,-89.625483,"Coral",3,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",3,6,0.0017
"PEC",2019,8,7,"Alacranes","Arrecife Alacranes","Leeward",1,"Cordillera",1,"NTZ",22.39575,-89.706083,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",1,8,0.0013
"PEC",2019,8,11,"Bajo del Norte","Bajos del Norte","Bajos",15,"Final",10,"OA",23.171183,-88.951301,"Coral",4,60,"Chordata","Vertebrata","Actinopterygii","Perciformes","Grammatidae","Carnivore",3.31,"browsers",0.0227,2.804,"Gramma loreto",8,4,0.0015
